报告日期,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
长期待摊费用(万元),300,339,379,401,439,413,431,292,460,607,472,579,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),603,526,504,490,513,404,421,451,347,418,333,321,
其他非流动资产(万元),326,373,--,10,10,52,340,391,--,--,--,--,
非流动资产合计(万元),28731,28057,27656,25814,14072,13161,12835,12029,11791,12286,12399,13368,
资产总计(万元),136072,132891,139272,134018,131179,125540,121247,89152,83190,75275,66533,70403,
短期借款(万元),3004,3004,8000,6450,3450,4450,5450,7000,6000,7450,8000,3450,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),1238,702,903,2300,--,--,--,--,--,--,--,1000,
应付账款(万元),8281,6405,9788,7328,--,8695,--,--,--,--,--,6600,
预收账款(万元),897,858,541,533,717,686,824,1155,1020,516,527,1022,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),388,1500,737,766,46,1302,417,493,1085,1115,763,692,
应交税费(万元),759,659,668,972,1916,896,1094,1198,1392,1276,426,747,
应付利息(万元),--,--,--,7,2,6,--,--,--,--,--,3,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),--,384,--,314,--,248,312,691,680,360,2027,1667,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),14895,13513,21165,18671,17593,16285,13693,19984,18504,20989,17161,15181,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),35,41,46,52,57,63,68,74,85,107,163,297,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),35,41,46,52,57,63,68,74,85,107,163,297,
负债合计(万元),14930,13554,21212,18723,17650,16348,13761,20058,18588,21096,17324,15478,
实收资本(或股本)(万元),19136,19136,19136,19136,14720,14720,14720,11040,11040,11040,11040,12480,
资本公积(万元),30912,30912,30912,30912,35328,35328,35328,3959,3959,3959,3613,14800,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),5592,5592,4949,4949,4949,4949,4223,4223,4223,3334,2563,2015,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),58441,56561,56336,53726,54169,49893,48637,45424,41013,31621,26917,20251,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),114082,112201,111333,108726,109165,104890,102908,64645,60234,49953,44133,49547,
少数股东权益(万元),7060,7136,6727,6570,4363,4303,4577,4448,4368,4225,5077,5378,
所有者权益(或股东权益)合计(万元),121142,119337,118061,115295,113528,109193,107485,69094,64602,54179,49209,54925,
负债和所有者权益(或股东权益)总计(万元),136072,132891,139272,134018,131179,125540,121247,89152,83190,75275,66533,70403,		
  
